2024.07.29 18:56:52 INFO  Started: Metals version 1.3.4 in folders '/home/seeker/Develop/ysyx-workbench/ysyxSoC' for client Visual Studio Code 1.91.1.
SLF4J(W): Class path contains multiple SLF4J providers.
SLF4J(W): Found provider [scribe.slf4j.ScribeServiceProvider@42a9d40b]
SLF4J(W): Found provider [ch.qos.logback.classic.spi.LogbackServiceProvider@8a4caca]
SLF4J(W): See https://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J(I): Actual provider is of type [scribe.slf4j.ScribeServiceProvider@42a9d40b]
2024.07.29 18:56:53 WARN  Flyway upgrade recommended: H2 2.3.230 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.220.
2024.07.29 18:56:57 INFO  running '/home/seeker/Develop/ysyx-workbench/ysyxSoC/.metals/millw --import ivy:com.lihaoyi::mill-contrib-bloop: mill.contrib.bloop.Bloop/install'
2024.07.29 18:56:57 INFO  No mill version specified.
2024.07.29 18:56:57 INFO  You should provide a version via '.mill-version' file or --mill-version option.
2024.07.29 18:56:57 INFO  Retrieving latest mill version ...
2024.07.29 18:57:07 INFO  Falling back to hardcoded mill version 0.11.4
2024.07.29 18:57:07 INFO  Downloading mill 0.11.4 from https://repo1.maven.org/maven2/com/lihaoyi/mill-dist/0.11.4/mill-dist-0.11.4.jar ...
2024.07.29 18:57:07 INFO    % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current
2024.07.30 10:28:50 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:28:51 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:28:54 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:28:54 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:28:54 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:28:54 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:28:55 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:28:55 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:00 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:00 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:03 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:03 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:03 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:03 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:03 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:03 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:03 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:04 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:03 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:04 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:04 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:04 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:05 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:06 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.30 10:29:06 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:06 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Bundles.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:08 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:10 WARN  Using indexes to guess the definition of io
2024.07.30 10:29:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:10 WARN  Using indexes to guess the definition of io
2024.07.30 10:29:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:10 WARN  Using indexes to guess the definition of in
2024.07.30 10:29:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:11 WARN  Using indexes to guess the definition of in
2024.07.30 10:29:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
Jul 30, 2024 10:29:12 AM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 3711
2024.07.30 10:29:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:15 WARN  Using indexes to guess the definition of mspi
2024.07.30 10:29:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:15 WARN  Using indexes to guess the definition of io
2024.07.30 10:29:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:16 WARN  Using indexes to guess the definition of s_common
2024.07.30 10:29:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:16 WARN  Using indexes to guess the definition of io
2024.07.30 10:29:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:21 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:21 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:21 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:22 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:51 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:53 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:53 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:53 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:53 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:56 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:56 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:57 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:57 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:58 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:29:58 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:06 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:06 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:06 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:07 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:08 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:08 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:09 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:10 WARN  Using indexes to guess the definition of s_idle
2024.07.30 10:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:10 WARN  Using indexes to guess the definition of s_common
2024.07.30 10:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:10 WARN  Using indexes to guess the definition of s_idle
2024.07.30 10:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:10 WARN  Using indexes to guess the definition of s_w_addr
2024.07.30 10:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:10 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.30 10:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Bundles.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:10 WARN  Using indexes to guess the definition of in
2024.07.30 10:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:10 WARN  Using indexes to guess the definition of io
2024.07.30 10:30:10 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:11 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:13 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:15 WARN  Using indexes to guess the definition of s_common
2024.07.30 10:30:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:15 WARN  Using indexes to guess the definition of s_common
2024.07.30 10:30:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:15 WARN  Using indexes to guess the definition of s_idle
2024.07.30 10:30:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:15 WARN  Using indexes to guess the definition of s_w_addr
2024.07.30 10:30:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:15 WARN  Using indexes to guess the definition of s_w_con
2024.07.30 10:30:15 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:16 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:17 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:18 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:20 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:20 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:20 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:25 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:25 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:25 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:26 WARN  no build target for: /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala
2024.07.30 10:30:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/rocket-chip/src/main/scala/amba/apb/Bundles.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:26 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:27 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:27 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
2024.07.30 10:30:27 INFO  no build target found for /home/seeker/Develop/ysyx-workbench/ysyxSoC/src/device/SPI.scala. Using presentation compiler with project's scala-library version: 3.3.3
